"TIME","GEO","INDIC_IS","UNIT","IND_TYPE","Value"
"2018","Austria","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","85"
"2018","Austria","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","98"
"2018","Austria","Frequency of internet access: daily","Percentage of individuals","All Individuals","76"
"2018","Austria","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","86"
"2018","Austria","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","10"
"2018","Austria","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","11"
"2018","Austria","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2018","Austria","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Austria","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2018","Austria","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Austria","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","2"
"2018","Austria","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","2"
"2018","Poland","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","75"
"2018","Poland","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","96"
"2018","Poland","Frequency of internet access: daily","Percentage of individuals","All Individuals","64"
"2018","Poland","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","82"
"2018","Poland","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","11"
"2018","Poland","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","14"
"2018","Poland","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2018","Poland","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Poland","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2018","Poland","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Poland","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","3"
"2018","Poland","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","4"
"2018","Portugal","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","71"
"2018","Portugal","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","96"
"2018","Portugal","Frequency of internet access: daily","Percentage of individuals","All Individuals","64"
"2018","Portugal","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","86"
"2018","Portugal","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","7"
"2018","Portugal","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","10"
"2018","Portugal","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2018","Portugal","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Portugal","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2018","Portugal","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Portugal","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","3"
"2018","Portugal","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","4"
"2018","Romania","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","68"
"2018","Romania","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","97"
"2018","Romania","Frequency of internet access: daily","Percentage of individuals","All Individuals","53"
"2018","Romania","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","76"
"2018","Romania","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","15"
"2018","Romania","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","21"
"2018","Romania","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2018","Romania","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Romania","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2018","Romania","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Romania","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","2"
"2018","Romania","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","3"
"2018","Slovenia","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","79"
"2018","Slovenia","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","99"
"2018","Slovenia","Frequency of internet access: daily","Percentage of individuals","All Individuals","71"
"2018","Slovenia","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","89"
"2018","Slovenia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","8"
"2018","Slovenia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","10"
"2018","Slovenia","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2018","Slovenia","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Slovenia","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2018","Slovenia","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Slovenia","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","1"
"2018","Slovenia","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","1"
"2018","Slovakia","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","78"
"2018","Slovakia","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","98"
"2018","Slovakia","Frequency of internet access: daily","Percentage of individuals","All Individuals","68"
"2018","Slovakia","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","84"
"2018","Slovakia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","11"
"2018","Slovakia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","13"
"2018","Slovakia","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2018","Slovakia","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Slovakia","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2018","Slovakia","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Slovakia","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","2"
"2018","Slovakia","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","2"
"2018","Finland","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","93"
"2018","Finland","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","98"
"2018","Finland","Frequency of internet access: daily","Percentage of individuals","All Individuals","88"
"2018","Finland","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","93"
"2018","Finland","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","5"
"2018","Finland","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","5"
"2018","Finland","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2018","Finland","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Finland","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2018","Finland","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Finland","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","2"
"2018","Finland","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","2"
"2018","Sweden","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","91"
"2018","Sweden","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","99"
"2018","Sweden","Frequency of internet access: daily","Percentage of individuals","All Individuals","88"
"2018","Sweden","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","95"
"2018","Sweden","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","3"
"2018","Sweden","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","3"
"2018","Sweden","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2018","Sweden","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Sweden","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2018","Sweden","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Sweden","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","1"
"2018","Sweden","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","1"
"2018","Iceland","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","99"
"2018","Iceland","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","100"
"2018","Iceland","Frequency of internet access: daily","Percentage of individuals","All Individuals","96"
"2018","Iceland","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","97"
"2018","Iceland","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","3"
"2018","Iceland","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","3"
"2018","Iceland","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2018","Iceland","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Iceland","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2018","Iceland","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Iceland","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","0"
"2018","Iceland","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","0"
"2018","Norway","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","97"
"2018","Norway","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","99"
"2018","Norway","Frequency of internet access: daily","Percentage of individuals","All Individuals","93"
"2018","Norway","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","96"
"2018","Norway","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","3"
"2018","Norway","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","3"
"2018","Norway","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2018","Norway","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Norway","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2018","Norway","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Norway","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","1"
"2018","Norway","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","1"
"2018","Switzerland","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals",":"
"2018","Switzerland","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Switzerland","Frequency of internet access: daily","Percentage of individuals","All Individuals",":"
"2018","Switzerland","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Switzerland","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals",":"
"2018","Switzerland","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Switzerland","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2018","Switzerland","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Switzerland","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2018","Switzerland","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Switzerland","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals",":"
"2018","Switzerland","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","United Kingdom","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","94"
"2018","United Kingdom","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","99"
"2018","United Kingdom","Frequency of internet access: daily","Percentage of individuals","All Individuals","91"
"2018","United Kingdom","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","96"
"2018","United Kingdom","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","3"
"2018","United Kingdom","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","3"
"2018","United Kingdom","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2018","United Kingdom","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","United Kingdom","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2018","United Kingdom","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","United Kingdom","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","1"
"2018","United Kingdom","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","1"
"2018","Montenegro","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","70"
"2018","Montenegro","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","99"
"2018","Montenegro","Frequency of internet access: daily","Percentage of individuals","All Individuals","63"
"2018","Montenegro","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","88"
"2018","Montenegro","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","8"
"2018","Montenegro","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","11"
"2018","Montenegro","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2018","Montenegro","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Montenegro","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2018","Montenegro","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Montenegro","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","1"
"2018","Montenegro","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","1"
"2018","North Macedonia","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","78"
"2018","North Macedonia","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","98"
"2018","North Macedonia","Frequency of internet access: daily","Percentage of individuals","All Individuals","68"
"2018","North Macedonia","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","86"
"2018","North Macedonia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","9"
"2018","North Macedonia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","12"
"2018","North Macedonia","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2018","North Macedonia","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","North Macedonia","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2018","North Macedonia","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","North Macedonia","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","1"
"2018","North Macedonia","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","2"
"2018","Albania","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","62"
"2018","Albania","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","98"
"2018","Albania","Frequency of internet access: daily","Percentage of individuals","All Individuals","53"
"2018","Albania","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","85"
"2018","Albania","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","8"
"2018","Albania","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","13"
"2018","Albania","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2018","Albania","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Albania","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2018","Albania","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Albania","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","1"
"2018","Albania","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","2"
"2018","Serbia","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","72"
"2018","Serbia","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","99"
"2018","Serbia","Frequency of internet access: daily","Percentage of individuals","All Individuals","68"
"2018","Serbia","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","92"
"2018","Serbia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","5"
"2018","Serbia","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","6"
"2018","Serbia","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2018","Serbia","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Serbia","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2018","Serbia","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Serbia","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","1"
"2018","Serbia","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","1"
"2018","Turkey","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","69"
"2018","Turkey","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","97"
"2018","Turkey","Frequency of internet access: daily","Percentage of individuals","All Individuals","63"
"2018","Turkey","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","89"
"2018","Turkey","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","6"
"2018","Turkey","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","9"
"2018","Turkey","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2018","Turkey","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Turkey","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2018","Turkey","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Turkey","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","2"
"2018","Turkey","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","3"
"2018","Bosnia and Herzegovina","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","68"
"2018","Bosnia and Herzegovina","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","97"
"2018","Bosnia and Herzegovina","Frequency of internet access: daily","Percentage of individuals","All Individuals","61"
"2018","Bosnia and Herzegovina","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","87"
"2018","Bosnia and Herzegovina","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","7"
"2018","Bosnia and Herzegovina","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","9"
"2018","Bosnia and Herzegovina","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2018","Bosnia and Herzegovina","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Bosnia and Herzegovina","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2018","Bosnia and Herzegovina","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Bosnia and Herzegovina","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","2"
"2018","Bosnia and Herzegovina","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","3"
"2018","Kosovo (under United Nations Security Council Resolution 1244/99)","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","86"
"2018","Kosovo (under United Nations Security Council Resolution 1244/99)","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","99"
"2018","Kosovo (under United Nations Security Council Resolution 1244/99)","Frequency of internet access: daily","Percentage of individuals","All Individuals","82"
"2018","Kosovo (under United Nations Security Council Resolution 1244/99)","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","94"
"2018","Kosovo (under United Nations Security Council Resolution 1244/99)","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","4"
"2018","Kosovo (under United Nations Security Council Resolution 1244/99)","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","5"
"2018","Kosovo (under United Nations Security Council Resolution 1244/99)","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2018","Kosovo (under United Nations Security Council Resolution 1244/99)","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Kosovo (under United Nations Security Council Resolution 1244/99)","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2018","Kosovo (under United Nations Security Council Resolution 1244/99)","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2018","Kosovo (under United Nations Security Council Resolution 1244/99)","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","1"
"2018","Kosovo (under United Nations Security Council Resolution 1244/99)","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","1"
"2019","European Union - 27 countries (from 2020)","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","84"
"2019","European Union - 27 countries (from 2020)","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","98"
"2019","European Union - 27 countries (from 2020)","Frequency of internet access: daily","Percentage of individuals","All Individuals","77"
"2019","European Union - 27 countries (from 2020)","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","90"
"2019","European Union - 27 countries (from 2020)","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","7"
"2019","European Union - 27 countries (from 2020)","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","8"
"2019","European Union - 27 countries (from 2020)","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2019","European Union - 27 countries (from 2020)","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2019","European Union - 27 countries (from 2020)","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2019","European Union - 27 countries (from 2020)","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2019","European Union - 27 countries (from 2020)","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","2"
"2019","European Union - 27 countries (from 2020)","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","2"
"2019","European Union - 28 countries (2013-2020)","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","85"
"2019","European Union - 28 countries (2013-2020)","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","98"
"2019","European Union - 28 countries (2013-2020)","Frequency of internet access: daily","Percentage of individuals","All Individuals","79"
"2019","European Union - 28 countries (2013-2020)","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals","90"
"2019","European Union - 28 countries (2013-2020)","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals","6"
"2019","European Union - 28 countries (2013-2020)","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","7"
"2019","European Union - 28 countries (2013-2020)","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2019","European Union - 28 countries (2013-2020)","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2019","European Union - 28 countries (2013-2020)","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2019","European Union - 28 countries (2013-2020)","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2019","European Union - 28 countries (2013-2020)","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals","2"
"2019","European Union - 28 countries (2013-2020)","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals","2"
"2019","European Union - 27 countries (2007-2013)","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals",":"
"2019","European Union - 27 countries (2007-2013)","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2019","European Union - 27 countries (2007-2013)","Frequency of internet access: daily","Percentage of individuals","All Individuals",":"
"2019","European Union - 27 countries (2007-2013)","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2019","European Union - 27 countries (2007-2013)","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals",":"
"2019","European Union - 27 countries (2007-2013)","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2019","European Union - 27 countries (2007-2013)","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2019","European Union - 27 countries (2007-2013)","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2019","European Union - 27 countries (2007-2013)","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2019","European Union - 27 countries (2007-2013)","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2019","European Union - 27 countries (2007-2013)","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals",":"
"2019","European Union - 27 countries (2007-2013)","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2019","European Union - 25 countries (2004-2006)","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals",":"
"2019","European Union - 25 countries (2004-2006)","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2019","European Union - 25 countries (2004-2006)","Frequency of internet access: daily","Percentage of individuals","All Individuals",":"
"2019","European Union - 25 countries (2004-2006)","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2019","European Union - 25 countries (2004-2006)","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals",":"
"2019","European Union - 25 countries (2004-2006)","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
